iTx iRx chrec frequency/Hz RMSE x y z
6 1 Ex 0.25 2.484299e+00 -3928.2 -9196.15 790
6 2 Ex 0.25 2.624703e+00 -3755 -9096.15 790
6 3 Ex 0.25 1.720358e+00 -3581.79 -8996.15 790
6 4 Ex 0.25 1.649906e+00 -3408.59 -8896.15 790
6 5 Ex 0.25 2.184970e+00 -3235.38 -8796.15 790
6 6 Ex 0.25 6.554641e-01 -3062.18 -8696.15 790
6 7 Ex 0.25 1.030045e+00 -2888.97 -8596.15 790
6 8 Ex 0.25 9.498530e-01 -2715.77 -8496.15 790
6 9 Ex 0.25 0.000000e+00 -2542.56 -8396.15 790
6 10 Ex 0.25 0.000000e+00 -2369.36 -8296.15 790
6 11 Ex 0.25 0.000000e+00 -2196.15 -8196.15 790
6 12 Ex 0.25 0.000000e+00 -2022.95 -8096.15 790
6 13 Ex 0.25 0.000000e+00 -1849.74 -7996.15 790
6 14 Ex 0.25 8.417910e-01 -1676.54 -7896.15 790
6 15 Ex 0.25 6.536552e-01 -1503.33 -7796.15 790
6 16 Ex 0.25 1.037635e+00 -1330.13 -7696.15 790
6 17 Ex 0.25 1.324042e-01 -1156.92 -7596.15 790
6 18 Ex 0.25 9.522221e-01 -983.717 -7496.15 790
6 19 Ex 0.25 2.612919e-01 -810.512 -7396.15 790
6 20 Ex 0.25 1.684572e+00 -637.307 -7296.15 790
6 21 Ex 0.25 6.843526e-01 -464.102 -7196.15 790
6 22 Ex 0.25 4.836499e-01 -290.896 -7096.15 790
6 23 Ex 0.25 5.198621e-01 -117.691 -6996.15 790
6 24 Ex 0.25 9.037005e-01 55.5137 -6896.15 790
6 25 Ex 0.25 4.580254e-01 228.719 -6796.15 790
6 26 Ex 0.25 9.459150e-01 401.924 -6696.15 790
6 27 Ex 0.25 8.639690e-01 575.129 -6596.15 790
6 28 Ex 0.25 2.132271e+00 748.334 -6496.15 790
6 29 Ex 0.25 5.166221e-01 921.539 -6396.15 790
6 30 Ex 0.25 7.389201e-01 1094.74 -6296.15 790
6 31 Ex 0.25 1.311271e+00 1267.95 -6196.15 790
6 32 Ex 0.25 1.273494e+00 1441.15 -6096.15 790
6 33 Ex 0.25 7.544137e-01 1614.36 -5996.15 790
6 34 Ex 0.25 4.105063e-01 1787.56 -5896.15 790
6 35 Ex 0.25 5.768132e-01 1960.77 -5796.15 790
6 36 Ex 0.25 2.558609e+00 2133.97 -5696.15 790
6 37 Ex 0.25 1.266366e+00 2307.18 -5596.15 790
6 38 Ex 0.25 6.846679e-01 2480.38 -5496.15 790
6 39 Ex 0.25 4.064727e-01 2653.59 -5396.15 790
6 40 Ex 0.25 3.218537e+00 2826.79 -5296.15 790
6 41 Ex 0.25 1.410906e+00 3000 -5196.15 790
6 42 Ex 0.25 3.158301e-01 3173.21 -5096.15 790
6 43 Ex 0.25 1.046446e+00 3346.41 -4996.15 790
6 44 Ex 0.25 1.691877e+00 3519.62 -4896.15 790
6 45 Ex 0.25 1.393022e+00 3692.82 -4796.15 790
6 46 Ex 0.25 2.601470e+00 3866.03 -4696.15 790
6 47 Ex 0.25 6.717795e-01 4039.23 -4596.15 790
6 48 Ex 0.25 3.597865e-01 4212.44 -4496.15 790
6 49 Ex 0.25 8.646324e-01 4385.64 -4396.15 790
6 50 Ex 0.25 2.148574e+00 4558.85 -4296.15 790
6 51 Ex 0.25 1.669675e+00 4732.05 -4196.15 790
6 52 Ex 0.25 1.070549e+00 4905.26 -4096.15 790
6 53 Ex 0.25 1.946794e-01 5078.46 -3996.15 790
6 54 Ex 0.25 1.465058e+00 5251.67 -3896.15 790
6 55 Ex 0.25 6.295508e-01 5424.87 -3796.15 790
6 56 Ex 0.25 1.990830e+00 5598.08 -3696.15 790
6 57 Ex 0.25 4.775950e-01 5771.28 -3596.15 790
6 58 Ex 0.25 5.161418e-01 5944.49 -3496.15 790
6 59 Ex 0.25 1.358001e+00 6117.69 -3396.15 790
6 60 Ex 0.25 8.789666e-01 6290.9 -3296.15 790
6 61 Ex 0.25 1.742973e+00 6464.1 -3196.15 790
6 62 Ex 0.25 1.440776e+00 6637.31 -3096.15 790
6 63 Ex 0.25 9.770237e-01 6810.51 -2996.15 790
6 64 Ex 0.25 2.446973e+00 6983.72 -2896.15 790
6 65 Ex 0.25 7.525142e-01 7156.92 -2796.15 790
6 66 Ex 0.25 9.598310e-01 7330.13 -2696.15 790
6 67 Ex 0.25 1.183567e+00 7503.33 -2596.15 790
6 68 Ex 0.25 4.605836e-01 7676.54 -2496.15 790
6 69 Ex 0.25 9.548137e-01 7849.74 -2396.15 790
6 70 Ex 0.25 4.272602e-01 8022.95 -2296.15 790
6 71 Ex 0.25 1.143540e+00 8196.15 -2196.15 790
6 72 Ex 0.25 4.790121e-01 8369.36 -2096.15 790
6 73 Ex 0.25 1.536861e+00 8542.56 -1996.15 790
6 74 Ex 0.25 8.055266e-01 8715.77 -1896.15 790
6 75 Ex 0.25 3.459284e-02 8888.97 -1796.15 790
6 76 Ex 0.25 9.894531e-01 9062.18 -1696.15 790
6 77 Ex 0.25 2.903857e-01 9235.38 -1596.15 790
6 78 Ex 0.25 1.680496e+00 9408.59 -1496.15 790
6 79 Ex 0.25 3.903320e-01 9581.79 -1396.15 790
6 80 Ex 0.25 1.955657e+00 9755 -1296.15 790
6 81 Ex 0.25 1.632121e+00 9928.2 -1196.15 790
6 82 Ex 0.25 0.000000e+00 -5428.2 -6598.08 790
