iTx iRx chrec frequency/Hz RMSE x y z
25 1 Ex 0.25 8.622202e-01 -3928.2 -9196.15 790
25 2 Ex 0.25 1.216078e+00 -3755 -9096.15 790
25 3 Ex 0.25 1.654448e+00 -3581.79 -8996.15 790
25 4 Ex 0.25 9.310347e-01 -3408.59 -8896.15 790
25 5 Ex 0.25 1.343268e+00 -3235.38 -8796.15 790
25 6 Ex 0.25 3.650850e-01 -3062.18 -8696.15 790
25 7 Ex 0.25 2.098235e-01 -2888.97 -8596.15 790
25 8 Ex 0.25 4.496818e-01 -2715.77 -8496.15 790
25 9 Ex 0.25 9.952261e-01 -2542.56 -8396.15 790
25 10 Ex 0.25 8.740221e-01 -2369.36 -8296.15 790
25 11 Ex 0.25 8.976387e-01 -2196.15 -8196.15 790
25 12 Ex 0.25 4.025640e-01 -2022.95 -8096.15 790
25 13 Ex 0.25 6.271986e-02 -1849.74 -7996.15 790
25 14 Ex 0.25 3.571566e-01 -1676.54 -7896.15 790
25 15 Ex 0.25 1.085744e+00 -1503.33 -7796.15 790
25 16 Ex 0.25 1.094229e+00 -1330.13 -7696.15 790
25 17 Ex 0.25 3.158881e-01 -1156.92 -7596.15 790
25 18 Ex 0.25 1.135484e+00 -983.717 -7496.15 790
25 19 Ex 0.25 4.140677e-01 -810.512 -7396.15 790
25 20 Ex 0.25 1.735674e+00 -637.307 -7296.15 790
25 21 Ex 0.25 6.603225e-01 -464.102 -7196.15 790
25 22 Ex 0.25 4.352001e-01 -290.896 -7096.15 790
25 23 Ex 0.25 4.178953e-01 -117.691 -6996.15 790
25 24 Ex 0.25 9.834454e-01 55.5137 -6896.15 790
25 25 Ex 0.25 5.255846e-01 228.719 -6796.15 790
25 26 Ex 0.25 8.692645e-01 401.924 -6696.15 790
25 27 Ex 0.25 8.047038e-01 575.129 -6596.15 790
25 28 Ex 0.25 1.750646e+00 748.334 -6496.15 790
25 29 Ex 0.25 7.001145e-01 921.539 -6396.15 790
25 30 Ex 0.25 6.212601e-01 1094.74 -6296.15 790
25 31 Ex 0.25 2.965688e-01 1267.95 -6196.15 790
25 32 Ex 0.25 8.121035e-01 1441.15 -6096.15 790
25 33 Ex 0.25 9.678760e-01 1614.36 -5996.15 790
25 34 Ex 0.25 1.077334e+00 1787.56 -5896.15 790
25 35 Ex 0.25 9.678752e-01 1960.77 -5796.15 790
25 36 Ex 0.25 1.402950e+00 2133.97 -5696.15 790
25 37 Ex 0.25 8.250731e-01 2307.18 -5596.15 790
25 38 Ex 0.25 1.696107e+00 2480.38 -5496.15 790
25 39 Ex 0.25 6.234502e-01 2653.59 -5396.15 790
25 40 Ex 0.25 2.280674e+00 2826.79 -5296.15 790
25 41 Ex 0.25 6.870098e-01 3000 -5196.15 790
25 42 Ex 0.25 8.660103e-01 3173.21 -5096.15 790
25 43 Ex 0.25 1.190878e+00 3346.41 -4996.15 790
25 44 Ex 0.25 1.269567e+00 3519.62 -4896.15 790
25 45 Ex 0.25 8.774040e-01 3692.82 -4796.15 790
25 46 Ex 0.25 1.489872e+00 3866.03 -4696.15 790
25 47 Ex 0.25 8.230999e-01 4039.23 -4596.15 790
25 48 Ex 0.25 7.758802e-01 4212.44 -4496.15 790
25 49 Ex 0.25 4.724770e-01 4385.64 -4396.15 790
25 50 Ex 0.25 1.203120e+00 4558.85 -4296.15 790
25 51 Ex 0.25 8.262376e-01 4732.05 -4196.15 790
25 52 Ex 0.25 2.418416e-01 4905.26 -4096.15 790
25 53 Ex 0.25 1.079706e+00 5078.46 -3996.15 790
25 54 Ex 0.25 1.531685e+00 5251.67 -3896.15 790
25 55 Ex 0.25 3.508534e-01 5424.87 -3796.15 790
25 56 Ex 0.25 1.422098e+00 5598.08 -3696.15 790
25 57 Ex 0.25 4.603823e-01 5771.28 -3596.15 790
25 58 Ex 0.25 9.702395e-01 5944.49 -3496.15 790
25 59 Ex 0.25 6.530613e-01 6117.69 -3396.15 790
25 60 Ex 0.25 9.537427e-01 6290.9 -3296.15 790
25 61 Ex 0.25 1.152066e+00 6464.1 -3196.15 790
25 62 Ex 0.25 2.065876e+00 6637.31 -3096.15 790
25 63 Ex 0.25 4.168541e-01 6810.51 -2996.15 790
25 64 Ex 0.25 1.902966e+00 6983.72 -2896.15 790
25 65 Ex 0.25 4.799634e-01 7156.92 -2796.15 790
25 66 Ex 0.25 1.423836e+00 7330.13 -2696.15 790
25 67 Ex 0.25 1.339956e+00 7503.33 -2596.15 790
25 68 Ex 0.25 9.427382e-01 7676.54 -2496.15 790
25 69 Ex 0.25 1.055903e+00 7849.74 -2396.15 790
25 70 Ex 0.25 7.682214e-01 8022.95 -2296.15 790
25 71 Ex 0.25 7.586303e-01 8196.15 -2196.15 790
25 72 Ex 0.25 9.265985e-01 8369.36 -2096.15 790
25 73 Ex 0.25 1.855779e+00 8542.56 -1996.15 790
25 74 Ex 0.25 4.850264e-01 8715.77 -1896.15 790
25 75 Ex 0.25 4.386562e-01 8888.97 -1796.15 790
25 76 Ex 0.25 1.116340e+00 9062.18 -1696.15 790
25 77 Ex 0.25 1.514935e-01 9235.38 -1596.15 790
25 78 Ex 0.25 2.006397e+00 9408.59 -1496.15 790
25 79 Ex 0.25 6.982884e-01 9581.79 -1396.15 790
25 80 Ex 0.25 1.694023e+00 9755 -1296.15 790
25 81 Ex 0.25 1.682339e+00 9928.2 -1196.15 790
25 82 Ex 0.25 1.273966e+00 -5428.2 -6598.08 790
25 83 Ex 0.25 5.736163e-01 -5255 -6498.08 790
25 84 Ex 0.25 1.005314e+00 -5081.79 -6398.08 790
25 85 Ex 0.25 1.617177e-01 -4908.59 -6298.08 790
25 86 Ex 0.25 1.740632e+00 -4735.38 -6198.08 790
25 87 Ex 0.25 1.176200e+00 -4562.18 -6098.08 790
25 88 Ex 0.25 8.406125e-01 -4388.97 -5998.08 790
25 89 Ex 0.25 3.884925e-01 -4215.77 -5898.08 790
25 90 Ex 0.25 1.370823e+00 -4042.56 -5798.08 790
25 91 Ex 0.25 1.951304e+00 -3869.36 -5698.08 790
25 92 Ex 0.25 5.253863e-01 -3696.15 -5598.08 790
25 93 Ex 0.25 9.471920e-01 -3522.95 -5498.08 790
25 94 Ex 0.25 2.358422e+00 -3349.74 -5398.08 790
25 95 Ex 0.25 4.650799e-01 -3176.54 -5298.08 790
25 96 Ex 0.25 7.977380e-02 -3003.33 -5198.08 790
25 97 Ex 0.25 1.560618e-01 -2830.13 -5098.08 790
25 98 Ex 0.25 8.367267e-01 -2656.92 -4998.08 790
25 99 Ex 0.25 7.594124e-01 -2483.72 -4898.08 790
25 100 Ex 0.25 1.019757e+00 -2310.51 -4798.08 790
25 101 Ex 0.25 1.879584e-01 -2137.31 -4698.08 790
25 102 Ex 0.25 9.953040e-01 -1964.1 -4598.08 790
25 103 Ex 0.25 1.355846e+00 -1790.9 -4498.08 790
25 104 Ex 0.25 2.199930e-01 -1617.69 -4398.08 790
25 105 Ex 0.25 1.942474e+00 -1444.49 -4298.08 790
25 106 Ex 0.25 1.014615e+00 -1271.28 -4198.08 790
25 107 Ex 0.25 6.538762e-01 -1098.08 -4098.08 790
25 108 Ex 0.25 1.700894e+00 -924.871 -3998.08 790
