iTx iRx chrec frequency/Hz RMSE x y z
2 1 Ex 0.25 3.027015e+00 -3928.2 -9196.15 790
2 2 Ex 0.25 1.790712e+00 -3755 -9096.15 790
2 3 Ex 0.25 3.525321e+00 -3581.79 -8996.15 790
2 4 Ex 0.25 1.445265e+00 -3408.59 -8896.15 790
2 5 Ex 0.25 1.481379e+00 -3235.38 -8796.15 790
2 6 Ex 0.25 1.409431e+00 -3062.18 -8696.15 790
2 7 Ex 0.25 8.736205e-01 -2888.97 -8596.15 790
2 8 Ex 0.25 1.976117e-01 -2715.77 -8496.15 790
2 9 Ex 0.25 1.623129e+00 -2542.56 -8396.15 790
2 10 Ex 0.25 1.687987e+00 -2369.36 -8296.15 790
2 11 Ex 0.25 0.000000e+00 -2196.15 -8196.15 790
2 12 Ex 0.25 0.000000e+00 -2022.95 -8096.15 790
2 13 Ex 0.25 0.000000e+00 -1849.74 -7996.15 790
2 14 Ex 0.25 0.000000e+00 -1676.54 -7896.15 790
2 15 Ex 0.25 0.000000e+00 -1503.33 -7796.15 790
2 16 Ex 0.25 0.000000e+00 -1330.13 -7696.15 790
2 17 Ex 0.25 0.000000e+00 -1156.92 -7596.15 790
2 18 Ex 0.25 0.000000e+00 -983.717 -7496.15 790
2 19 Ex 0.25 0.000000e+00 -810.512 -7396.15 790
2 20 Ex 0.25 0.000000e+00 -637.307 -7296.15 790
2 21 Ex 0.25 0.000000e+00 -464.102 -7196.15 790
2 22 Ex 0.25 0.000000e+00 -290.896 -7096.15 790
2 23 Ex 0.25 0.000000e+00 -117.691 -6996.15 790
2 24 Ex 0.25 0.000000e+00 55.5137 -6896.15 790
2 25 Ex 0.25 0.000000e+00 228.719 -6796.15 790
2 26 Ex 0.25 0.000000e+00 401.924 -6696.15 790
2 27 Ex 0.25 0.000000e+00 575.129 -6596.15 790
2 28 Ex 0.25 0.000000e+00 748.334 -6496.15 790
2 29 Ex 0.25 0.000000e+00 921.539 -6396.15 790
2 30 Ex 0.25 0.000000e+00 1094.74 -6296.15 790
2 31 Ex 0.25 0.000000e+00 1267.95 -6196.15 790
2 32 Ex 0.25 0.000000e+00 1441.15 -6096.15 790
2 33 Ex 0.25 0.000000e+00 1614.36 -5996.15 790
2 34 Ex 0.25 0.000000e+00 1787.56 -5896.15 790
2 35 Ex 0.25 0.000000e+00 1960.77 -5796.15 790
2 36 Ex 0.25 0.000000e+00 2133.97 -5696.15 790
2 37 Ex 0.25 0.000000e+00 2307.18 -5596.15 790
2 38 Ex 0.25 0.000000e+00 2480.38 -5496.15 790
2 39 Ex 0.25 0.000000e+00 2653.59 -5396.15 790
2 40 Ex 0.25 0.000000e+00 2826.79 -5296.15 790
2 41 Ex 0.25 0.000000e+00 3000 -5196.15 790
2 42 Ex 0.25 1.692095e+00 3173.21 -5096.15 790
2 43 Ex 0.25 2.519378e+00 3346.41 -4996.15 790
2 44 Ex 0.25 4.203643e-01 3519.62 -4896.15 790
2 45 Ex 0.25 1.847343e+00 3692.82 -4796.15 790
2 46 Ex 0.25 1.808149e+00 3866.03 -4696.15 790
2 47 Ex 0.25 1.304296e+00 4039.23 -4596.15 790
2 48 Ex 0.25 8.302604e-01 4212.44 -4496.15 790
2 49 Ex 0.25 1.017190e+00 4385.64 -4396.15 790
2 50 Ex 0.25 2.043547e+00 4558.85 -4296.15 790
2 51 Ex 0.25 1.451471e+00 4732.05 -4196.15 790
2 52 Ex 0.25 7.766357e-01 4905.26 -4096.15 790
2 53 Ex 0.25 6.510690e-01 5078.46 -3996.15 790
2 54 Ex 0.25 1.912811e+00 5251.67 -3896.15 790
2 55 Ex 0.25 8.133591e-01 5424.87 -3796.15 790
2 56 Ex 0.25 2.178130e+00 5598.08 -3696.15 790
2 57 Ex 0.25 7.791107e-01 5771.28 -3596.15 790
2 58 Ex 0.25 1.996847e+00 5944.49 -3496.15 790
2 59 Ex 0.25 1.623537e+00 6117.69 -3396.15 790
2 60 Ex 0.25 1.027106e+00 6290.9 -3296.15 790
2 61 Ex 0.25 1.444308e+00 6464.1 -3196.15 790
2 62 Ex 0.25 2.937813e+00 6637.31 -3096.15 790
